Year,Month,Visitors,Average high temperature,Average low temperature,Average temperature,extra vacation,Island,Country
2015,6,205023.1217,73.1,55.5,64.3,1,Lanai,US_East
2015,7,144785.9959,75.5,60.3,67.9,0,Lanai,US_East
2015,8,114442.2942,77,62.9,69.95,0,Lanai,US_East
2015,9,93837.87931,73.4,60.4,66.9,1,Lanai,US_East
2015,10,108485.6624,75.3,59.5,67.4,1,Lanai,US_East
2015,11,83725.62772,71.6,56.2,63.9,2,Lanai,US_East
2015,12,140774.7594,50.1,38.7,44.4,2,Lanai,US_East
2007,1,274468.954,80.9,68.8,74.85,2,Lanai,US_West
2007,2,269545.0509,80.2,66.7,73.45,1,Lanai,US_West
2007,3,314711.2792,80.5,67.9,74.2,0,Lanai,US_West
2007,4,334864.7369,83.6,69.7,76.65,1,Lanai,US_West
2007,5,283639.2365,85,71.6,78.3,0,Lanai,US_West
2007,6,364930.9031,87.3,74.1,80.7,1,Lanai,US_West
2007,7,361490.3873,88,75.2,81.6,0,Lanai,US_West
2007,8,403786.0645,88.3,75.8,82.05,0,Lanai,US_West
2007,9,262153.8225,88.2,74.9,81.55,1,Lanai,US_West
2007,10,351115.0158,86.3,74,80.15,1,Lanai,US_West
2007,11,329351.2103,82.7,70.5,76.6,2,Lanai,US_West
2007,12,347765.0922,80,71.1,75.55,2,Lanai,US_West
2008,1,288064.8609,79.5,67.6,73.55,2,Lanai,US_West
2008,2,285725.9138,81,68.4,74.7,1,Lanai,US_West
2008,3,302751.4181,83.8,70.7,77.25,0,Lanai,US_West
2008,4,255113.085,83.7,70.7,77.2,1,Lanai,US_West
2008,5,259855.5881,85.5,72.9,79.2,0,Lanai,US_West
2008,6,274543.2978,86.8,74.1,80.45,1,Lanai,US_West
2008,7,249946.6183,88.9,75.5,82.2,0,Lanai,US_West
2008,8,259445.1798,88.4,74.8,81.6,0,Lanai,US_West
2008,9,205310.1873,87.4,73.5,80.45,1,Lanai,US_West
2008,10,269786.6879,85.6,73.7,79.65,1,Lanai,US_West
2008,11,232266.1804,83.2,71.3,77.25,2,Lanai,US_West
2008,12,202980.7114,83.2,71.3,77.25,2,Lanai,US_West
2009,1,172309.9866,66.9,52.7,59.8,2,Lanai,US_West
2009,2,182998.2127,66.9,51.4,59.15,1,Lanai,US_West
2009,3,186051.6121,66.7,52.2,59.45,0,Lanai,US_West
2009,4,223878.3249,68.2,53.5,60.85,1,Lanai,US_West
2009,5,199328.5703,70.2,56.7,63.45,0,Lanai,US_West
2009,6,229401.1062,73.9,51.8,62.85,1,Lanai,US_West
2009,7,252104.6401,74.5,58.8,66.65,0,Lanai,US_West
2009,8,215562.4446,76.2,58.9,67.55,0,Lanai,US_West
2009,9,197914.671,75.6,58,66.8,1,Lanai,US_West
2009,10,183683.6602,75.1,59.8,67.45,1,Lanai,US_West
2009,11,185909.2498,72.5,56.1,64.3,2,Lanai,US_West
2009,12,235892.3747,70.1,53.7,61.9,2,Lanai,US_West
2010,1,220433.5031,69.2,54,61.6,2,Lanai,US_West
2010,2,202201.1232,68,51.7,59.85,1,Lanai,US_West
2010,3,217791.4196,69.1,52.6,60.85,0,Lanai,US_West
2010,4,222935.3724,69.7,53.4,61.55,1,Lanai,US_West
2010,5,211272.5991,71.6,55.4,63.5,0,Lanai,US_West
2010,6,246068.1159,73.3,56,64.65,1,Lanai,US_West
2010,7,266405.2766,74.2,56.5,65.35,0,Lanai,US_West
2010,8,256200,74.3,56.7,65.5,0,Lanai,US_West
2010,9,238988.5053,74.3,56.7,65.5,1,Lanai,US_West
2010,10,233171.6039,74,57,65.5,1,Lanai,US_West
2010,11,217500,72.1,55.9,64,2,Lanai,US_West
2010,12,259008.8765,70,55.4,62.7,2,Lanai,US_West
2011,1,218889.35,67.8,53.1,60.45,2,Lanai,US_West
2011,2,234568.4248,68.2,54.7,61.45,1,Lanai,US_West
2011,3,409158.0698,69.8,54.5,62.15,0,Lanai,US_West
2011,4,247454.6915,69.7,55.3,62.5,1,Lanai,US_West
2011,5,249514.9186,71.5,56.6,64.05,0,Lanai,US_West
2011,6,250222.098,72.1,56.4,64.25,1,Lanai,US_West
2011,7,260982.6684,73.6,56.5,65.05,0,Lanai,US_West
2011,8,234912.3128,74.6,57.1,65.85,0,Lanai,US_West
2011,9,214636.3171,74.2,56.7,65.45,1,Lanai,US_West
2011,10,230123.2135,72.9,56.2,64.55,1,Lanai,US_West
2011,11,250141.426,71,55.5,63.25,2,Lanai,US_West
2011,12,249460.0955,69.4,53.6,61.5,2,Lanai,US_West
2012,1,208585.4052,69.8,53.4,61.6,2,Lanai,US_West
2012,2,215843.5449,65.9,50.6,58.25,1,Lanai,US_West
2012,3,259191.3359,68.8,53,60.9,0,Lanai,US_West
2012,4,247639.0656,69.6,53.3,61.45,1,Lanai,US_West
2012,5,201386.4431,71.4,54.1,62.75,0,Lanai,US_West
2012,6,263989.1582,71.5,55.5,63.5,1,Lanai,US_West
2012,7,305527.4822,72.6,56.2,64.4,0,Lanai,US_West
2012,8,266338.1204,74.5,57.2,65.85,0,Lanai,US_West
2012,9,222766.4432,72.2,56.5,64.4,1,Lanai,US_West
2012,10,240578.6039,73.2,57,65.1,1,Lanai,US_West
2012,11,240035.7038,71.8,54.7,63.25,2,Lanai,US_West
2012,12,274891.8285,70.5,54.6,62.55,2,Lanai,US_West
2013,1,252603.2961,68.6,52.8,60.7,2,Lanai,US_West
2013,2,224792.2511,68.8,50.3,59.55,1,Lanai,US_West
2013,3,271479.5729,67.7,51.3,59.5,0,Lanai,US_West
2013,4,215756.1413,67.6,51.9,59.75,1,Lanai,US_West
2013,5,229051.3158,71.1,56.3,63.7,0,Lanai,US_West
2013,6,248225.6437,70.2,54.8,62.5,1,Lanai,US_West
2013,7,258954.1942,74.4,57.9,66.15,0,Lanai,US_West
2013,8,270559.0522,74.9,57,65.95,0,Lanai,US_West
2013,9,205747.265,75.6,58.2,66.9,1,Lanai,US_West
2013,10,248652.4304,73.2,58.1,65.65,1,Lanai,US_West
2013,11,255882.2113,62.2,49,55.6,2,Lanai,US_West
2013,12,267086.4818,63.4,49.7,56.55,2,Lanai,US_West
2014,1,249049.855,67.4,52.7,60.05,2,Lanai,US_West
2014,2,199417.718,69.3,55.4,62.35,1,Lanai,US_West
2014,3,241762.3351,68.9,54,61.45,0,Lanai,US_West
2014,4,209301.9399,70.6,54.3,62.45,1,Lanai,US_West
2014,5,220712.3678,71.1,56.3,63.7,0,Lanai,US_West
2014,6,212320.7515,71.3,54.4,62.85,1,Lanai,US_West
2014,7,227481.2634,75.2,58.4,66.8,0,Lanai,US_West
2014,8,238136.6501,76.4,58.4,67.4,0,Lanai,US_West
2014,9,222150.6717,65.6,51.6,58.6,1,Lanai,US_West
2014,10,227875.7813,74.2,59.4,66.8,1,Lanai,US_West
2014,11,249965.9452,71.9,56.5,64.2,2,Lanai,US_West
2014,12,271449.7608,67.9,51,59.45,2,Lanai,US_West
2015,1,207352.1595,62.9,48.2,55.55,2,Lanai,US_West
2015,2,249076.9937,68.8,53.9,61.35,1,Lanai,US_West
2015,3,251012.5942,68,52.5,60.25,0,Lanai,US_West
2015,4,201222.3152,72.2,55,63.6,1,Lanai,US_West
2015,5,217916.7735,65.6,51.5,58.55,0,Lanai,US_West
2015,6,178867.0777,73.1,55.5,64.3,1,Lanai,US_West
2015,7,170434.4959,75.5,60.3,67.9,0,Lanai,US_West
2015,8,186432.6379,77,62.9,69.95,0,Lanai,US_West
2015,9,123749.8157,73.4,60.4,66.9,1,Lanai,US_West
2015,10,144666.414,75.3,59.5,67.4,1,Lanai,US_West
2015,11,143397.3106,71.6,56.2,63.9,2,Lanai,US_West
2015,12,160823.5119,50.1,38.7,44.4,2,Lanai,US_West
2007,1,238794.7212,80.9,68.8,74.85,2,Maui,Canada
2007,2,204912.8332,80.2,66.7,73.45,1,Maui,Canada
2007,3,211353.3516,80.5,67.9,74.2,0,Maui,Canada
2007,4,138418.7029,83.6,69.7,76.65,1,Maui,Canada
2007,5,89348.80699,85,71.6,78.3,0,Maui,Canada
2007,6,68734.13786,87.3,74.1,80.7,1,Maui,Canada
2007,7,77961.33023,88,75.2,81.6,0,Maui,Canada
2007,8,96235.68311,88.3,75.8,82.05,0,Maui,Canada
2007,9,81996.12279,88.2,74.9,81.55,1,Maui,Canada
2007,10,104634.1174,86.3,74,80.15,1,Maui,Canada
2007,11,160695.8177,82.7,70.5,76.6,2,Maui,Canada
2007,12,276899.6076,80,71.1,75.55,2,Maui,Canada
2008,1,259412.7823,79.5,67.6,73.55,2,Maui,Canada
2008,2,232229.5721,81,68.4,74.7,1,Maui,Canada
2008,3,234959.0213,83.8,70.7,77.25,0,Maui,Canada
2008,4,156511.8337,83.7,70.7,77.2,1,Maui,Canada
2008,5,98732.47797,85.5,72.9,79.2,0,Maui,Canada
2008,6,59780.76781,86.8,74.1,80.45,1,Maui,Canada
2008,7,85407.64229,88.9,75.5,82.2,0,Maui,Canada
2008,8,95542.92711,88.4,74.8,81.6,0,Maui,Canada
2008,9,65905.08532,87.4,73.5,80.45,1,Maui,Canada
2008,10,118914.2715,85.6,73.7,79.65,1,Maui,Canada
2008,11,168099.6078,83.2,71.3,77.25,2,Maui,Canada
2008,12,238470.8882,83.2,71.3,77.25,2,Maui,Canada
2009,1,220308.711,66.9,52.7,59.8,2,Maui,Canada
2009,2,210084.2766,66.9,51.4,59.15,1,Maui,Canada
2009,3,225967.8468,66.7,52.2,59.45,0,Maui,Canada
2009,4,162005.9668,68.2,53.5,60.85,1,Maui,Canada
2009,5,85406.06574,70.2,56.7,63.45,0,Maui,Canada
2009,6,55404.36516,73.9,51.8,62.85,1,Maui,Canada
2009,7,82903.25924,74.5,58.8,66.65,0,Maui,Canada
2009,8,89576.21115,76.2,58.9,67.55,0,Maui,Canada
2009,9,71813.41788,75.6,58,66.8,1,Maui,Canada
2009,10,122392.8778,75.1,59.8,67.45,1,Maui,Canada
2009,11,152774.7227,72.5,56.1,64.3,2,Maui,Canada
2009,12,244794.6454,70.1,53.7,61.9,2,Maui,Canada
2010,1,239395.6201,69.2,54,61.6,2,Maui,Canada
2010,2,254378.4341,68,51.7,59.85,1,Maui,Canada
2010,3,267793.2612,69.1,52.6,60.85,0,Maui,Canada
2010,4,166898.9538,69.7,53.4,61.55,1,Maui,Canada
2010,5,93585.04076,71.6,55.4,63.5,0,Maui,Canada
2010,6,61030.85738,73.3,56,64.65,1,Maui,Canada
2010,7,103425.057,74.2,56.5,65.35,0,Maui,Canada
2010,8,102713.433,74.3,56.7,65.5,0,Maui,Canada
2010,9,70821.50871,74.3,56.7,65.5,1,Maui,Canada
2010,10,140106.9168,74,57,65.5,1,Maui,Canada
2010,11,200265.5014,72.1,55.9,64,2,Maui,Canada
2010,12,294441.6525,70,55.4,62.7,2,Maui,Canada
2011,1,293559.1408,67.8,53.1,60.45,2,Maui,Canada
2011,2,293404.313,68.2,54.7,61.45,1,Maui,Canada
2011,3,352675.8667,69.8,54.5,62.15,0,Maui,Canada
2011,4,225471.85,69.7,55.3,62.5,1,Maui,Canada
2011,5,107700.7756,71.5,56.6,64.05,0,Maui,Canada
2011,6,72361.24743,72.1,56.4,64.25,1,Maui,Canada
2011,7,123548.5167,73.6,56.5,65.05,0,Maui,Canada
2011,8,127085.1563,74.6,57.1,65.85,0,Maui,Canada
2011,9,95516.53251,74.2,56.7,65.45,1,Maui,Canada
2011,10,147841.3016,72.9,56.2,64.55,1,Maui,Canada
2011,11,205792.3302,71,55.5,63.25,2,Maui,Canada
2011,12,347670.7868,69.4,53.6,61.5,2,Maui,Canada
2012,1,329159.1151,69.8,53.4,61.6,2,Maui,Canada
2012,2,333608.1377,65.9,50.6,58.25,1,Maui,Canada
2012,3,402574.0235,68.8,53,60.9,0,Maui,Canada
2012,4,233219.9418,69.6,53.3,61.45,1,Maui,Canada
2012,5,110762.1268,71.4,54.1,62.75,0,Maui,Canada
2012,6,76076.16874,71.5,55.5,63.5,1,Maui,Canada
2012,7,124365.5223,72.6,56.2,64.4,0,Maui,Canada
2012,8,128496.255,74.5,57.2,65.85,0,Maui,Canada
2012,9,96693.11164,72.2,56.5,64.4,1,Maui,Canada
2012,10,147199.8774,73.2,57,65.1,1,Maui,Canada
2012,11,238180.1394,71.8,54.7,63.25,2,Maui,Canada
2012,12,358839.5773,70.5,54.6,62.55,2,Maui,Canada
2013,1,349161.5306,68.6,52.8,60.7,2,Maui,Canada
2013,2,339893.5557,68.8,50.3,59.55,1,Maui,Canada
2013,3,401593.4233,67.7,51.3,59.5,0,Maui,Canada
2013,4,222893.8969,67.6,51.9,59.75,1,Maui,Canada
2013,5,120964.784,71.1,56.3,63.7,0,Maui,Canada
2013,6,94723.42235,70.2,54.8,62.5,1,Maui,Canada
2013,7,134763.5782,74.4,57.9,66.15,0,Maui,Canada
2013,8,137621.3758,74.9,57,65.95,0,Maui,Canada
2013,9,104558.5457,75.6,58.2,66.9,1,Maui,Canada
2013,10,156760.5601,73.2,58.1,65.65,1,Maui,Canada
2013,11,246869.2927,62.2,49,55.6,2,Maui,Canada
2013,12,380906.1688,63.4,49.7,56.55,2,Maui,Canada
2014,1,360012.4264,67.4,52.7,60.05,2,Maui,Canada
2014,2,326210,69.3,55.4,62.35,1,Maui,Canada
2014,3,393572.258,68.9,54,61.45,0,Maui,Canada
2014,4,255521.055,70.6,54.3,62.45,1,Maui,Canada
2014,5,135774.3327,71.1,56.3,63.7,0,Maui,Canada
2014,6,79556.6968,71.3,54.4,62.85,1,Maui,Canada
2014,7,120301.5156,75.2,58.4,66.8,0,Maui,Canada
2014,8,122103.7426,76.4,58.4,67.4,0,Maui,Canada
2014,9,105232.6354,65.6,51.6,58.6,1,Maui,Canada
2014,10,156497.8144,74.2,59.4,66.8,1,Maui,Canada
2014,11,248883.6609,71.9,56.5,64.2,2,Maui,Canada
2014,12,379855.1928,67.9,51,59.45,2,Maui,Canada
2015,1,374375.5555,62.9,48.2,55.55,2,Maui,Canada
2015,2,308844.8972,68.8,53.9,61.35,1,Maui,Canada
2015,3,385773.7115,68,52.5,60.25,0,Maui,Canada
2015,4,235566.5265,72.2,55,63.6,1,Maui,Canada
2015,5,131819.1711,65.6,51.5,58.55,0,Maui,Canada
2015,6,90827.32392,73.1,55.5,64.3,1,Maui,Canada
2015,7,135059.1212,75.5,60.3,67.9,0,Maui,Canada
2015,8,141221.9505,77,62.9,69.95,0,Maui,Canada
2015,9,104038.4991,73.4,60.4,66.9,1,Maui,Canada
2015,10,157378.0342,75.3,59.5,67.4,1,Maui,Canada
2015,11,237679.1371,71.6,56.2,63.9,2,Maui,Canada
2015,12,331979.6014,50.1,38.7,44.4,2,Maui,Canada
2007,1,762774.373,80.9,68.8,74.85,2,Maui,Japan
2007,2,654197.3801,80.2,66.7,73.45,1,Maui,Japan
2007,3,739571.9724,80.5,67.9,74.2,0,Maui,Japan
2007,4,565606.4791,83.6,69.7,76.65,1,Maui,Japan
2007,5,487656.7841,85,71.6,78.3,0,Maui,Japan
2007,6,790446.418,87.3,74.1,80.7,1,Maui,Japan
2007,7,810969.7149,88,75.2,81.6,0,Maui,Japan
2007,8,881599.5769,88.3,75.8,82.05,0,Maui,Japan
2007,9,732035.2782,88.2,74.9,81.55,1,Maui,Japan
2007,10,513631.303,86.3,74,80.15,1,Maui,Japan
2007,11,679266.2969,82.7,70.5,76.6,2,Maui,Japan
2007,12,565655.6541,80,71.1,75.55,2,Maui,Japan
2008,1,707736.3989,79.5,67.6,73.55,2,Maui,Japan
2008,2,702256.7668,81,68.4,74.7,1,Maui,Japan
2008,3,562228.1196,83.8,70.7,77.25,0,Maui,Japan
2008,4,334155.54,83.7,70.7,77.2,1,Maui,Japan
2008,5,530499.8712,85.5,72.9,79.2,0,Maui,Japan
2008,6,456947.2385,86.8,74.1,80.45,1,Maui,Japan
2008,7,627849.8242,88.9,75.5,82.2,0,Maui,Japan
2008,8,798406.219,88.4,74.8,81.6,0,Maui,Japan
2008,9,578062.2304,87.4,73.5,80.45,1,Maui,Japan
2008,10,548314.7216,85.6,73.7,79.65,1,Maui,Japan
2008,11,424239.967,83.2,71.3,77.25,2,Maui,Japan
2008,12,455894.6147,83.2,71.3,77.25,2,Maui,Japan
2009,1,447336.208,66.9,52.7,59.8,2,Maui,Japan
2009,2,533898.004,66.9,51.4,59.15,1,Maui,Japan
2009,3,504029.7861,66.7,52.2,59.45,0,Maui,Japan
2009,4,400032.5495,68.2,53.5,60.85,1,Maui,Japan
2009,5,456211.9912,70.2,56.7,63.45,0,Maui,Japan
2009,6,301731.2217,73.9,51.8,62.85,1,Maui,Japan
2009,7,512599.086,74.5,58.8,66.65,0,Maui,Japan
2009,8,610119.582,76.2,58.9,67.55,0,Maui,Japan
2009,9,468085.4237,75.6,58,66.8,1,Maui,Japan
2009,10,440031.5763,75.1,59.8,67.45,1,Maui,Japan
2009,11,432598.0114,72.5,56.1,64.3,2,Maui,Japan
2009,12,603577.8481,70.1,53.7,61.9,2,Maui,Japan
2010,1,544512.9776,69.2,54,61.6,2,Maui,Japan
2010,2,466598.8755,68,51.7,59.85,1,Maui,Japan
2010,3,505876.4107,69.1,52.6,60.85,0,Maui,Japan
2010,4,433207.8802,69.7,53.4,61.55,1,Maui,Japan
2010,5,465366.1167,71.6,55.4,63.5,0,Maui,Japan
2010,6,559683.7006,73.3,56,64.65,1,Maui,Japan
2010,7,559622.0448,74.2,56.5,65.35,0,Maui,Japan
2010,8,691147.8236,74.3,56.7,65.5,0,Maui,Japan
2010,9,505058.9213,74.3,56.7,65.5,1,Maui,Japan
2010,10,462529.689,74,57,65.5,1,Maui,Japan
2010,11,436474.7358,72.1,55.9,64,2,Maui,Japan
2010,12,575906.0685,70,55.4,62.7,2,Maui,Japan
2011,1,541305.6995,67.8,53.1,60.45,2,Maui,Japan
2011,2,441825.1755,68.2,54.7,61.45,1,Maui,Japan
2011,3,612665.4924,69.8,54.5,62.15,0,Maui,Japan
2011,4,326203.6893,69.7,55.3,62.5,1,Maui,Japan
2011,5,464497.4979,71.5,56.6,64.05,0,Maui,Japan
2011,6,592560.9589,72.1,56.4,64.25,1,Maui,Japan
2011,7,502516.6693,73.6,56.5,65.05,0,Maui,Japan
2011,8,745572.871,74.6,57.1,65.85,0,Maui,Japan
2011,9,621127.1971,74.2,56.7,65.45,1,Maui,Japan
2011,10,532246.1228,72.9,56.2,64.55,1,Maui,Japan
2011,11,478835.8409,71,55.5,63.25,2,Maui,Japan
2011,12,508911.3937,69.4,53.6,61.5,2,Maui,Japan
2012,1,580493.2658,69.8,53.4,61.6,2,Maui,Japan
2012,2,600201.8685,65.9,50.6,58.25,1,Maui,Japan
2012,3,622065.4334,68.8,53,60.9,0,Maui,Japan
2012,4,454768.8042,69.6,53.3,61.45,1,Maui,Japan
2012,5,528871.8551,71.4,54.1,62.75,0,Maui,Japan
2012,6,541623.4291,71.5,55.5,63.5,1,Maui,Japan
2012,7,573120.9979,72.6,56.2,64.4,0,Maui,Japan
2012,8,746998.7013,74.5,57.2,65.85,0,Maui,Japan
2012,9,707833.6141,72.2,56.5,64.4,1,Maui,Japan
2012,10,482025.3961,73.2,57,65.1,1,Maui,Japan
2012,11,547259.089,71.8,54.7,63.25,2,Maui,Japan
2012,12,586649.3024,70.5,54.6,62.55,2,Maui,Japan
2013,1,718979.3841,68.6,52.8,60.7,2,Maui,Japan
2013,2,769702.119,68.8,50.3,59.55,1,Maui,Japan
2013,3,621902.287,67.7,51.3,59.5,0,Maui,Japan
2013,4,469325.6152,67.6,51.9,59.75,1,Maui,Japan
2013,5,678407.2476,71.1,56.3,63.7,0,Maui,Japan
2013,6,751053.2854,70.2,54.8,62.5,1,Maui,Japan
2013,7,612212.3953,74.4,57.9,66.15,0,Maui,Japan
2013,8,904471.3717,74.9,57,65.95,0,Maui,Japan
2013,9,863190.7277,75.6,58.2,66.9,1,Maui,Japan
2013,10,628532.9653,73.2,58.1,65.65,1,Maui,Japan
2013,11,482664.8814,62.2,49,55.6,2,Maui,Japan
2013,12,580031.8142,63.4,49.7,56.55,2,Maui,Japan
2014,1,650760.6744,67.4,52.7,60.05,2,Maui,Japan
2014,2,473166.8796,69.3,55.4,62.35,1,Maui,Japan
2014,3,582449.9692,68.9,54,61.45,0,Maui,Japan
2014,4,357901.5339,70.6,54.3,62.45,1,Maui,Japan
2014,5,461731.6273,71.1,56.3,63.7,0,Maui,Japan
2014,6,446194.022,71.3,54.4,62.85,1,Maui,Japan
2014,7,570751.145,75.2,58.4,66.8,0,Maui,Japan
2014,8,599857.4485,76.4,58.4,67.4,0,Maui,Japan
2014,9,521419.258,65.6,51.6,58.6,1,Maui,Japan
2014,10,478335.9578,74.2,59.4,66.8,1,Maui,Japan
2014,11,490932.7229,71.9,56.5,64.2,2,Maui,Japan
2014,12,505097.4873,67.9,51,59.45,2,Maui,Japan
2015,1,597893.5659,62.9,48.2,55.55,2,Maui,Japan
2015,2,535726.7139,68.8,53.9,61.35,1,Maui,Japan
2015,3,605536.6589,68,52.5,60.25,0,Maui,Japan
2015,4,327954.7785,72.2,55,63.6,1,Maui,Japan
2015,5,439225.0551,65.6,51.5,58.55,0,Maui,Japan
2015,6,598874.701,73.1,55.5,64.3,1,Maui,Japan
2015,7,494923.0853,75.5,60.3,67.9,0,Maui,Japan
2015,8,632199.9389,77,62.9,69.95,0,Maui,Japan
2015,9,601441.3799,73.4,60.4,66.9,1,Maui,Japan
2015,10,408802.4094,75.3,59.5,67.4,1,Maui,Japan
2015,11,456257.2482,71.6,56.2,63.9,2,Maui,Japan
2015,12,459109.4859,50.1,38.7,44.4,2,Maui,Japan
2007,1,683694.0132,80.9,68.8,74.85,2,Maui,US_East
2007,2,700888.7995,80.2,66.7,73.45,1,Maui,US_East
2007,3,808843.2348,80.5,67.9,74.2,0,Maui,US_East
2007,4,613772.9449,83.6,69.7,76.65,1,Maui,US_East
2007,5,697235.5882,85,71.6,78.3,0,Maui,US_East
2007,6,868737.3653,87.3,74.1,80.7,1,Maui,US_East
2007,7,800669.6377,88,75.2,81.6,0,Maui,US_East
2007,8,668094.4133,88.3,75.8,82.05,0,Maui,US_East
2007,9,617104.6998,88.2,74.9,81.55,1,Maui,US_East
2007,10,593835.7258,86.3,74,80.15,1,Maui,US_East
2007,11,495705.5414,82.7,70.5,76.6,2,Maui,US_East
2007,12,600302.521,80,71.1,75.55,2,Maui,US_East
2008,1,683798.555,79.5,67.6,73.55,2,Maui,US_East
2008,2,669764.775,81,68.4,74.7,1,Maui,US_East
2008,3,700272.7072,83.8,70.7,77.25,0,Maui,US_East
2008,4,537127.3256,83.7,70.7,77.2,1,Maui,US_East
2008,5,566793.7977,85.5,72.9,79.2,0,Maui,US_East
2008,6,665471.8664,86.8,74.1,80.45,1,Maui,US_East
2008,7,624472.5933,88.9,75.5,82.2,0,Maui,US_East
2008,8,519664.0179,88.4,74.8,81.6,0,Maui,US_East
2008,9,412602.627,87.4,73.5,80.45,1,Maui,US_East
2008,10,458598.4841,85.6,73.7,79.65,1,Maui,US_East
2008,11,396352.7723,83.2,71.3,77.25,2,Maui,US_East
2008,12,473097.358,83.2,71.3,77.25,2,Maui,US_East
2009,1,536886.9533,66.9,52.7,59.8,2,Maui,US_East
2009,2,540683.3611,66.9,51.4,59.15,1,Maui,US_East
2009,3,508116.5683,66.7,52.2,59.45,0,Maui,US_East
2009,4,447429.7876,68.2,53.5,60.85,1,Maui,US_East
2009,5,458317.6745,70.2,56.7,63.45,0,Maui,US_East
2009,6,610187.9751,73.9,51.8,62.85,1,Maui,US_East
2009,7,608851.8452,74.5,58.8,66.65,0,Maui,US_East
2009,8,486132.5324,76.2,58.9,67.55,0,Maui,US_East
2009,9,419223.1601,75.6,58,66.8,1,Maui,US_East
2009,10,426201.8212,75.1,59.8,67.45,1,Maui,US_East
2009,11,343949.2454,72.5,56.1,64.3,2,Maui,US_East
2009,12,453579.2519,70.1,53.7,61.9,2,Maui,US_East
2010,1,520347.6613,69.2,54,61.6,2,Maui,US_East
2010,2,522664.0149,68,51.7,59.85,1,Maui,US_East
2010,3,559386.6376,69.1,52.6,60.85,0,Maui,US_East
2010,4,450220.2232,69.7,53.4,61.55,1,Maui,US_East
2010,5,460742.2147,71.6,55.4,63.5,0,Maui,US_East
2010,6,637828.1579,73.3,56,64.65,1,Maui,US_East
2010,7,671678.6975,74.2,56.5,65.35,0,Maui,US_East
2010,8,493487.5248,74.3,56.7,65.5,0,Maui,US_East
2010,9,419315.7853,74.3,56.7,65.5,1,Maui,US_East
2010,10,456440.6313,74,57,65.5,1,Maui,US_East
2010,11,389665.2174,72.1,55.9,64,2,Maui,US_East
2010,12,501553.7415,70,55.4,62.7,2,Maui,US_East
2011,1,547083.9433,67.8,53.1,60.45,2,Maui,US_East
2011,2,581129.9359,68.2,54.7,61.45,1,Maui,US_East
2011,3,642667.5123,69.8,54.5,62.15,0,Maui,US_East
2011,4,448753.8961,69.7,55.3,62.5,1,Maui,US_East
2011,5,472435.3026,71.5,56.6,64.05,0,Maui,US_East
2011,6,609347.9578,72.1,56.4,64.25,1,Maui,US_East
2011,7,643064.5501,73.6,56.5,65.05,0,Maui,US_East
2011,8,479682.5792,74.6,57.1,65.85,0,Maui,US_East
2011,9,422136.9963,74.2,56.7,65.45,1,Maui,US_East
2011,10,451095.5677,72.9,56.2,64.55,1,Maui,US_East
2011,11,402081.4828,71,55.5,63.25,2,Maui,US_East
2011,12,491196.9461,69.4,53.6,61.5,2,Maui,US_East
2012,1,581758.7486,69.8,53.4,61.6,2,Maui,US_East
2012,2,575653.105,65.9,50.6,58.25,1,Maui,US_East
2012,3,613240.3645,68.8,53,60.9,0,Maui,US_East
2012,4,459571.4781,69.6,53.3,61.45,1,Maui,US_East
2012,5,489331.6028,71.4,54.1,62.75,0,Maui,US_East
2012,6,659347.5001,71.5,55.5,63.5,1,Maui,US_East
2012,7,622084.1187,72.6,56.2,64.4,0,Maui,US_East
2012,8,532346.1975,74.5,57.2,65.85,0,Maui,US_East
2012,9,417735.4514,72.2,56.5,64.4,1,Maui,US_East
2012,10,450962.9501,73.2,57,65.1,1,Maui,US_East
2012,11,423103.2946,71.8,54.7,63.25,2,Maui,US_East
2012,12,528214.2363,70.5,54.6,62.55,2,Maui,US_East
2013,1,600300.5049,68.6,52.8,60.7,2,Maui,US_East
2013,2,537329.8571,68.8,50.3,59.55,1,Maui,US_East
2013,3,595016.6665,67.7,51.3,59.5,0,Maui,US_East
2013,4,481599.713,67.6,51.9,59.75,1,Maui,US_East
2013,5,521306.2231,71.1,56.3,63.7,0,Maui,US_East
2013,6,642772.308,70.2,54.8,62.5,1,Maui,US_East
2013,7,680781.0683,74.4,57.9,66.15,0,Maui,US_East
2013,8,559312.9443,74.9,57,65.95,0,Maui,US_East
2013,9,412160.8275,75.6,58.2,66.9,1,Maui,US_East
2013,10,440017.5447,73.2,58.1,65.65,1,Maui,US_East
2013,11,392446.0152,62.2,49,55.6,2,Maui,US_East
2013,12,531980.1454,63.4,49.7,56.55,2,Maui,US_East
2014,1,563622.2432,67.4,52.7,60.05,2,Maui,US_East
2014,2,556395.3568,69.3,55.4,62.35,1,Maui,US_East
2014,3,611966.6433,68.9,54,61.45,0,Maui,US_East
2014,4,503953.3172,70.6,54.3,62.45,1,Maui,US_East
2014,5,553361.1369,71.1,56.3,63.7,0,Maui,US_East
2014,6,644169.311,71.3,54.4,62.85,1,Maui,US_East
2014,7,676441.2461,75.2,58.4,66.8,0,Maui,US_East
2014,8,531030.1342,76.4,58.4,67.4,0,Maui,US_East
2014,9,430490.9634,65.6,51.6,58.6,1,Maui,US_East
2014,10,459716.2665,74.2,59.4,66.8,1,Maui,US_East
2014,11,403064.8735,71.9,56.5,64.2,2,Maui,US_East
